time,seconds_elapsed,z,y,x
1701911297255290000,0.1172900390625,8.49155330657959,4.508358478546143,1.950471043586731
1701911297272296400,0.13429638671875,8.44994068145752,4.572249889373779,1.9822070598602295
1701911297289284000,0.1512841796875,8.401180267333984,4.643238067626953,2.0240118503570557
1701911297306279200,0.168279052734375,8.333216667175293,4.732266902923584,2.097442388534546
1701911297323272200,0.185272216796875,8.227977752685547,4.857997894287109,2.2217917442321777
1701911297340264000,0.202263916015625,8.072640419006348,5.028655529022217,2.404417037963867
1701911297357254700,0.219254638671875,7.869805335998535,5.236225128173828,2.623778820037842
1701911297374243300,0.236243408203125,7.633251667022705,5.462470054626465,2.8514912128448486
1701911297391245600,0.25324560546875,7.38637638092041,5.678287982940674,3.071580410003662
1701911297408226600,0.2702265625,7.176679611206055,5.841069221496582,3.2578039169311523
1701911297425226000,0.28722607421875,7.05459451675415,5.917168617248535,3.3846585750579834
1701911297442203000,0.304202880859375,7.022252559661865,5.910756587982178,3.4622297286987305
1701911297459208000,0.3212080078125,7.029018878936768,5.863346576690674,3.52847957611084
1701911297476204300,0.338204345703125,7.008419990539551,5.8318681716918945,3.620424747467041
1701911297493196800,0.35519677734375,6.907577037811279,5.861397743225098,3.76370906829834
1701911297510184400,0.372184326171875,6.7077555656433105,5.957634925842285,3.9684667587280273
1701911297527173600,0.389173583984375,6.450153350830078,6.075800895690918,4.209071636199951
1701911297544172500,0.406172607421875,6.2039570808410645,6.16145133972168,4.447871208190918
1701911297561165300,0.423165283203125,6.016418933868408,6.185893535614014,4.6662116050720215
1701911297578149600,0.440149658203125,5.897016525268555,6.1456146240234375,4.86751651763916
1701911297595150300,0.457150390625,5.807928085327148,6.066537380218506,5.069634914398193
1701911297612140500,0.474140625,5.674889087677002,5.9849419593811035,5.311517238616943
1701911297629129700,0.491129638671875,5.447771072387695,5.913780689239502,5.620063781738281
1701911297646115800,0.50811572265625,5.14675235748291,5.826301097869873,5.983415603637695
1701911297663106300,0.525106201171875,4.8402485847473145,5.690639019012451,6.358043670654297
1701911297680109800,0.54210986328125,4.55527400970459,5.505427360534668,6.721299171447754
1701911297697098200,0.55909814453125,4.269154071807861,5.288427829742432,7.074105739593506
1701911297714093600,0.576093505859375,3.9504315853118896,5.037323474884033,7.433409690856934
1701911297731085300,0.593085205078125,3.6089179515838623,4.715995788574219,7.80840539932251
1701911297748077000,0.6100771484375,3.2753939628601074,4.313816070556641,8.17917537689209
1701911297765070600,0.627070556640625,2.930772066116333,3.8753721714019775,8.522216796875
