time,seconds_elapsed,z,y,x
1702056369272992300,0.1699921875,2.4727439880371094,1.0749316215515137,-1.3000558614730835
1702056369289978400,0.186978271484375,2.349226951599121,0.5781800746917725,-1.317544937133789
1702056369306979800,0.203979736328125,-0.812077522277832,0.2644035816192627,-0.24196752905845642
1702056369323964400,0.22096435546875,-1.244044303894043,0.26862454414367676,0.3201121687889099
1702056369340967400,0.237967529296875,-0.26083850860595703,0.44437456130981445,0.2316461205482483
1702056369357960200,0.254960205078125,0.16257572174072266,0.44965410232543945,0.034418344497680664
1702056369374964200,0.271964111328125,-0.08000373840332031,0.15243196487426758,-0.08134859800338745
1702056369391951000,0.288951171875,-0.29567432403564453,-0.11815786361694336,0.3915081024169922
1702056369408942800,0.30594287109375,0.34618473052978516,0.046549320220947266,0.48651552200317383
1702056369425938000,0.32293798828125,0.5958271026611328,0.029346466064453125,0.29436105489730835
1702056369442935000,0.33993505859375,0.2097911834716797,-0.11301708221435547,0.3930891752243042
1702056369459924000,0.356924072265625,-0.17613983154296875,-0.07934284210205078,0.4891544580459595
1702056369476923100,0.373923095703125,-0.1653280258178711,-0.024496078491210938,-0.07062649726867676
1702056369493915000,0.390914794921875,0.1542673110961914,0.23946046829223633,-0.9011870622634888
1702056369510912300,0.407912353515625,0.009528160095214844,-0.1437692642211914,-0.5789546966552734
1702056369527901200,0.424901123046875,-0.7206320762634277,-0.13123130798339844,0.2544670104980469
1702056369544899300,0.4418994140625,-1.5184211730957031,-0.27178192138671875,1.299492359161377
1702056369561894000,0.458893798828125,-2.166639804840088,-0.47556018829345703,1.3259572982788086
1702056369578885000,0.475885009765625,-2.0015430450439453,-0.6022853851318359,0.6437673568725586
1702056369595891500,0.492891357421875,-1.067570686340332,-0.3424673080444336,0.26042914390563965
1702056369612878000,0.509878173828125,-0.12601423263549805,-0.45508337020874023,0.3849128484725952
1702056369629866800,0.52686669921875,0.19644880294799805,-0.8902378082275391,0.641049861907959
1702056369646866000,0.543865966796875,0.13352394104003906,-1.2669892311096191,0.7370395660400391
1702056369663859700,0.560859619140625,-0.22648906707763672,-1.7205791473388672,1.2028201818466187
1702056369680853800,0.577853759765625,-0.37340354919433594,-1.0706171989440918,1.2295820713043213
