time,seconds_elapsed,z,y,x
1702070651758608600,0.114608642578125,9.065526008605957,3.3379123210906982,1.706071376800537
1702070651775594200,0.13159423828125,9.004048347473145,3.4107043743133545,1.8789156675338745
1702070651792586800,0.148586669921875,8.957228660583496,3.445701837539673,2.0325591564178467
1702070651809567700,0.165567626953125,8.911672592163086,3.462573289871216,2.1974527835845947
1702070651826565000,0.182565185546875,8.83937931060791,3.4955458641052246,2.425417900085449
1702070651843554600,0.199554443359375,8.703611373901367,3.5857107639312744,2.7615113258361816
1702070651860551200,0.21655126953125,8.467865943908691,3.7585361003875732,3.2256429195404053
1702070651877528300,0.2335283203125,8.129842758178711,3.98412823677063,3.77736496925354
1702070651894523400,0.2505234375,7.730720043182373,4.198391914367676,4.341149806976318
1702070651911519700,0.267519775390625,7.303502559661865,4.370932579040527,4.877490520477295
1702070651928510500,0.284510498046875,6.835905075073242,4.49630069732666,5.412003993988037
1702070651945495300,0.301495361328125,6.3125200271606445,4.5517168045043945,5.972444534301758
1702070651962488800,0.31848876953125,5.759347438812256,4.514936447143555,6.533099174499512
1702070651979479800,0.335479736328125,5.222378730773926,4.373494625091553,7.059419631958008
1702070651996467000,0.352467041015625,4.763503551483154,4.128668308258057,7.516598224639893
1702070652013458200,0.369458251953125,4.442242622375488,3.7785050868988037,7.888313293457031
1702070652030450700,0.38645068359375,4.252846717834473,3.3398244380950928,8.185046195983887
1702070652047440400,0.4034404296875,4.0913519859313965,2.8492603302001953,8.448589324951172
1702070652064424000,0.420423828125,3.8800528049468994,2.3417062759399414,8.70044231414795
1702070652081422300,0.43742236328125,3.6031644344329834,1.8297911882400513,8.938969612121582
1702070652098404400,0.454404296875,3.2919580936431885,1.310312271118164,9.147798538208008
1702070652115397000,0.471397216796875,2.983269453048706,0.809799075126648,9.310233116149902
1702070652132390400,0.488390380859375,2.6655006408691406,0.36768901348114014,9.433772087097168
1702070652149371000,0.505370849609375,2.318413496017456,-0.03635711222887039,9.532037734985352
1702070652166371000,0.52237109375,1.9868032932281494,-0.4432440996170044,9.596470832824707
1702070652183350800,0.539350830078125,1.7128442525863647,-0.8773010969161987,9.619388580322266
1702070652200349000,0.556348876953125,1.5048027038574219,-1.3397237062454224,9.600875854492188
1702070652217346800,0.573346923828125,1.318111538887024,-1.805763840675354,9.551855087280273
1702070652234331100,0.5903310546875,1.1205090284347534,-2.26735520362854,9.478378295898438
1702070652251320600,0.607320556640625,0.9357235431671143,-2.707224130630493,9.382508277893066
1702070652268313600,0.624313720703125,0.7671939134597778,-3.1175408363342285,9.26976203918457
