time,seconds_elapsed,z,y,x
1702057848283572500,0.067572509765625,0.11652254313230515,-0.11682797968387604,-0.5175555944442749
1702057848300319500,0.084319580078125,0.15851953625679016,0.24327708780765533,-0.2961169183254242
1702057848317164500,0.10116455078125,0.21365012228488922,0.5792529582977295,0.06536258012056351
1702057848334157000,0.118156982421875,0.16371189057826996,0.6827946305274963,0.3663664162158966
1702057848351147000,0.13514697265625,-0.03222314268350601,0.6392704844474792,0.4917465150356293
1702057848368142800,0.152142822265625,-0.26145032048225403,0.4634940028190613,0.41722095012664795
1702057848385138200,0.16913818359375,-0.36590829491615295,0.3084869384765625,0.17088955640792847
1702057848402126600,0.186126708984375,-0.38637226819992065,0.1111774742603302,-0.06062837690114975
1702057848419126000,0.2031259765625,-0.5158756971359253,0.13118331134319305,-0.10903944820165634
1702057848436117500,0.220117431640625,-0.7422012686729431,0.656680166721344,0.1667662113904953
1702057848453112800,0.23711279296875,-0.9017898440361023,1.2290608882904053,0.613461434841156
1702057848470095600,0.254095703125,-1.0123564004898071,1.3179417848587036,0.6487388610839844
1702057848487095800,0.271095703125,-1.069472312927246,1.2160799503326416,0.299476683139801
1702057848504080600,0.28808056640625,-1.1267409324645996,0.7153232097625732,-0.051312681287527084
1702057848521083400,0.30508349609375,-1.2023354768753052,0.14813482761383057,-0.23900102078914642
1702057848538079700,0.322079833984375,-1.2722796201705933,0.12461651116609573,-0.28099802136421204
1702057848555075000,0.339074951171875,-1.2527319192886353,0.3194825351238251,-0.2977968156337738
1702057848572064500,0.356064453125,-1.2622003555297852,0.447000652551651,-0.4505131244659424
1702057848589061400,0.373061279296875,-1.3687963485717773,0.4392121136188507,-0.7692320346832275
1702057848606059000,0.39005908203125,-1.4422528743743896,0.394008070230484,-1.0739010572433472
1702057848623048000,0.4070478515625,-1.3915510177612305,0.24266621470451355,-1.4078916311264038
1702057848640040700,0.424040771484375,-1.2918273210525513,-0.03527746722102165,-1.7162258625030518
1702057848657019100,0.44101904296875,-1.0210613012313843,0.021838432177901268,-1.7629570960998535
1702057848674028000,0.458028076171875,-0.6769914031028748,0.31031954288482666,-1.563051462173462
1702057848691022600,0.475022705078125,-0.27870726585388184,0.5306891798973083,-1.2342532873153687
1702057848708016400,0.492016357421875,0.014966198243200779,0.6762278079986572,-1.034500241279602
1702057848725011700,0.50901171875,0.19104810059070587,0.5907067060470581,-0.9240863919258118
1702057848741998800,0.525998779296875,0.3271183371543884,0.42898011207580566,-0.799011766910553
1702057848759000300,0.543000244140625,0.4772384762763977,0.18387043476104736,-0.5546656250953674
1702057848775991300,0.5599912109375,0.5804746747016907,-0.09773843735456467,-0.1359175145626068
1702057848792986400,0.576986328125,0.5619960427284241,-0.3778201639652252,0.30573806166648865
1702057848809976000,0.59397607421875,0.45875978469848633,-0.6126978397369385,0.6243042945861816
1702057848826972000,0.610971923828125,0.36590829491615295,-0.7573201656341553,0.7686212062835693
1702057848843968500,0.627968505859375,0.3376557528972626,-0.8872817754745483,0.8562803864479065
1702057848860959500,0.64495947265625,0.30054569244384766,-0.930347740650177,0.901637077331543
1702057848877953000,0.661953125,0.2977968156337738,-0.9584475755691528,0.9314168095588684
1702057848894948400,0.6789482421875,0.2996293902397156,-1.0370965003967285,0.9216429591178894
1702057848911937800,0.695937744140625,0.28267788887023926,-1.0751228332519531,0.9178250432014465
1702057848928935200,0.71293505859375,0.15317445993423462,-1.142012596130371,0.9060658812522888
1702057848945927700,0.729927734375,-0.03130684420466423,-1.1804970502853394,0.9454666972160339
1702057848962923000,0.746923095703125,-0.1212567538022995,-0.99250328540802,1.0122036933898926
1702057848979912700,0.76391259765625,-0.15913039445877075,-0.536797821521759,1.0462594032287598
1702057848996908800,0.78090869140625,-0.1774563491344452,-0.12476922571659088,1.0848966836929321
1702057849013904100,0.797904052734375,-0.22479841113090515,-0.018478672951459885,1.1169670820236206
1702057849030894800,0.814894775390625,-0.22586742043495178,-0.15241087973117828,1.0648908615112305
1702057849047890400,0.831890380859375,-0.09605856239795685,-0.2678644061088562,0.9118691086769104
1702057849064896000,0.84889599609375,0.12324206531047821,-0.3819434940814972,0.6688974499702454
1702057849081867800,0.86586767578125,0.3623957931995392,-0.47311514616012573,0.4867068827152252
1702057849098865200,0.882865234375,0.432645320892334,-0.40103304386138916,0.4749477207660675
1702057849115865000,0.899864990234375,0.27977627515792847,-0.1598939746618271,0.5378668308258057
1702057849132849200,0.91684912109375,0.15317445993423462,0.11652254313230515,0.6145304441452026
1702057849149854000,0.93385400390625,0.1440114825963974,0.370947927236557,0.5337435007095337
1702057849166849800,0.950849853515625,0.206777885556221,0.16508632898330688,0.31520646810531616
1702057849183841500,0.967841552734375,0.2938261926174164,-0.3825543522834778,0.313373863697052
1702057849200830700,0.984830810546875,0.2623666226863861,-0.6372851729393005,0.5635231733322144
1702057849217826600,1.00182666015625,0.21960605680942535,-0.6721044778823853,0.8671231865882874
1702057849234822000,1.01882177734375,0.2376265823841095,-0.5210680365562439,0.8350527882575989
1702057849251811600,1.0358115234375,0.32757648825645447,0.027030786499381065,0.33948835730552673
1702057849268808700,1.05280859375,0.4554000496864319,0.6151412725448608,-0.25244006514549255
1702057849285801200,1.06980126953125,0.38927388191223145,0.4607451260089874,-0.7214318513870239
1702057849302796500,1.086796630859375,0.3032945990562439,0.03878994286060333,-0.7736608386039734
1702057849319787300,1.103787353515625,0.2643519341945648,-0.4063780903816223,-0.4466952085494995
1702057849336782300,1.1207822265625,0.3318525552749634,-0.6046038866043091,-0.11026117950677872
1702057849353777700,1.137777587890625,0.25961771607398987,-0.45142942667007446,0.20326541364192963
1702057849370767400,1.154767333984375,0.0835358202457428,-0.18616119027137756,0.35934147238731384
